	alpha_wall	density_gas	density_liq	density_water	direction_neg	direction_pos	frac_gas	frac_liq	frac_water	paraffin_dens	paraffin_in_R	paraffin_mass	pressure	temperature	velocity_gas	velocity_liq	velocity_water	viscosity_gas	viscosity_liq	viscosity_water
	26.16	111.945563888126	700.776618947217	1000	0	1	0	0	0.999999999999993	900	0.05	0	111.94556388813899	0.018306272946006175	0.168415928761845	0.168415928761845	0.168415928761845	4e-05	0.0063	0.00175
	26.16	115.867805203949	700.804074636428	1000	0	1	0	0	0.999999999999996	900	0.05	0	115.86780520396199	0.01649953931797654	0.16841592876176	0.16841592876176	0.16841592876176	4e-05	0.0063	0.00175
	26.16	119.789979987107	700.83152985991	1000	0	1	0	0	1	900	0.05	0	119.78997998711999	0.013389430638994781	0.168415928761467	0.168415928761467	0.168415928761467	4e-05	0.0063	0.00175
	26.16	123.712154770267	700.858985083392	1000	0	1	0	0	1	900	0.05	0	123.712154770279	0.009507272753978668	0.168415928761233	0.168415928761233	0.168415928761233	4e-05	0.0063	0.00175
	26.16	127.634329553426	700.886440306874	1000	0	1	0	0	0.999999999999999	900	0.05	0	127.634329553439	0.005359565133971955	0.168415928761054	0.168415928761054	0.168415928761054	4e-05	0.0063	0.00175
	26.16	131.556504336586	700.913895530356	1000	0	1	0	0	0.999999999999999	900	0.05	0	131.556504336599	0.0013439460860240615	0.168415928760927	0.168415928760927	0.168415928760927	4e-05	0.0063	0.00175
	26.16	135.478679119744	700.941350753838	1000	0	1	0	0	0.999999999999998	900	0.05	0	135.478679119758	-0.002234922485001789	0.168415928760858	0.168415928760858	0.168415928760858	4e-05	0.0063	0.00175
	26.16	139.400853902903	700.96880597732	1000	0	1	0	0	0.999999999999996	900	0.05	0	139.400853902917	-0.0051205928389777	0.168415928760763	0.168415928760763	0.168415928760763	4e-05	0.0063	0.00175
	26.16	143.323028686063	700.996261200802	1000	0	1	0	0	0.999999999999998	900	0.05	0	143.32302868607502	-0.007099347268024303	0.168415928760732	0.168415928760732	0.168415928760732	4e-05	0.0063	0.00175
	26.16	147.245203469222	701.023716424285	1000	0	1	0	0	0.999999999999998	900	0.05	0	147.245203469233	-0.008047168946973215	0.168415928760683	0.168415928760683	0.168415928760683	4e-05	0.0063	0.00175
	26.16	151.167378252379	701.051171647767	1000	0	1	0	0	0.999999999999991	900	0.05	0	151.16737825239	-0.007988701654028318	0.168415928760625	0.168415928760625	0.168415928760625	4e-05	0.0063	0.00175
	26.16	155.089553035538	701.078626871249	1000	0	1	0	0	1	900	0.05	0	155.089553035548	-0.007113224647014249	0.168415928760448	0.168415928760448	0.168415928760448	4e-05	0.0063	0.00175
	26.16	159.011727818696	701.106082094731	1000	0	1	0	0	0.999999999999997	900	0.05	0	159.011727818706	-0.005724217032991419	0.168415928760429	0.168415928760429	0.168415928760429	4e-05	0.0063	0.00175
	26.16	162.933902601855	701.133537318213	1000	0	1	0	0	1	900	0.05	0	162.933902601863	-0.004149724950025302	0.168415928760303	0.168415928760303	0.168415928760303	4e-05	0.0063	0.00175
	26.16	166.856077385014	701.160992541695	1000	0	1	0	0	0.999999999999998	900	0.05	0	166.856077385021	-0.0026673845629829884	0.168415928760246	0.168415928760246	0.168415928760246	4e-05	0.0063	0.00175
	26.16	170.778252168172	701.188447765177	1000	0	1	0	0	1	900	0.05	0	170.778252168179	-0.001478567913977713	0.168415928760252	0.168415928760252	0.168415928760252	4e-05	0.0063	0.00175
	26.16	174.70042695133	701.215902988659	1000	0	1	0	0	0.999999999999998	900	0.05	0	174.70042695133702	-0.0007224999220056816	0.168415928759971	0.168415928759971	0.168415928759971	4e-05	0.0063	0.00175
	26.16	178.622601734487	701.243358212141	1000	0	1	0	0	0.999999999999999	900	0.05	0	178.622601734496	-0.0004937510240097254	0.16841592875993	0.16841592875993	0.16841592875993	4e-05	0.0063	0.00175
	26.16	182.544776517645	701.270813435623	1000	0	1	0	0	0.999999999999993	900	0.05	0	182.54477651765302	-0.0008338287850051529	0.168415928759879	0.168415928759879	0.168415928759879	4e-05	0.0063	0.00175
	26.16	186.466951300804	701.298268659106	1000	0	1	0	0	0.999999999999997	900	0.05	0	186.46695130081002	-0.0016982179320166324	0.168415928759808	0.168415928759808	0.168415928759808	4e-05	0.0063	0.00175
	26.16	190.389126083962	701.325723882588	1000	0	1	0	0	0.999999999999999	900	0.05	0	190.38912608396703	-0.00292715602000726	0.16841592875963	0.16841592875963	0.16841592875963	4e-05	0.0063	0.00175
	26.16	194.311300867122	701.35317910607	1000	0	1	0	0	0.999999999999998	900	0.05	0	194.31130086712497	-0.0042511098050113105	0.168415928759525	0.168415928759525	0.168415928759525	4e-05	0.0063	0.00175
	26.16	198.23347565028	701.380634329552	1000	0	1	0	0	1	900	0.05	0	198.233475650283	-0.005345198764018733	0.168415928759396	0.168415928759396	0.168415928759396	4e-05	0.0063	0.00175
	26.16	202.155650433439	701.408089553034	1000	0	1	0	0	0.999999999999999	900	0.05	0	202.15565043343997	-0.00592400112100222	0.168415928759341	0.168415928759341	0.168415928759341	4e-05	0.0063	0.00175
	26.16	206.077825216598	701.435544776516	1000	0	1	0	0	1	900	0.05	0	206.077825216598	-0.005842757668972354	0.168415928759351	0.168415928759351	0.168415928759351	4e-05	0.0063	0.00175
